ISIN,code
"INF200K01SG5","SBD039A-DP"
"INF200K01SG5","SBD039A-DR"
"INF200K01SH3","SBD040A-GR"
"INF200K01SJ9","SBD037-DP"
"INF200K01SJ9","SBD037-DR"
"INF200K01SK7","SBD038-GR"
"INF200K01SM3","SBD021-DP"
"INF200K01SM3","SBD021-DR"
"INF200K01SN1","SBD021G-GR"
"INF200K01SQ4","SBD028D-DP"
"INF200K01SQ4","SBD028D-DR"
"INF200K01SR2","SBD028G-GR"
"INF200K01SS0","SBD80DD-DR"
"INF200K01SU6","SBD080A-DP"
"INF200K01SU6","SBD080A-DR"
"INF200K01SV4","SBD080B-GR"
"INF200K01SW2","SBD079D-DR"
"INF200K01SY8","SBD079A-DP"
"INF200K01SY8","SBD079A-DR"
"INF200K01SZ5","SBD079B-GR"
"INF200K01T51","SBD346G-GR"
"INF200K01T77","SBD346D-DP"
"INF200K01T77","SBD346D-DR"
"INF200K01TB4","SBD079C-DP"
"INF200K01TB4","SBD079C-DR"
"INF200K01TD0","SBD055B-DP"
"INF200K01TD0","SBD055B-DR"
"INF200K01TE8","SBD055A-GR"
"INF200K01TF5","SBD086G-GR"
"INF200K01TG3","SBD86DD-DR"
"INF200K01TI9","SBD086-DP"
"INF200K01TI9","SBD086-DR"
"INF200K01TJ7","SBD57DD-DR"
"INF200K01TK5","SBD57G-GR"
"INF200K01TM1","SBD57D-DP"
"INF200K01TM1","SBD57D-DR"
"INF200K01TO7","SBD091D-DP"
"INF200K01TO7","SBD091D-DR"
"INF200K01TP4","SBD091G-GR"
"INF200K01TR0","SBD43-DP"
"INF200K01TR0","SBD43-DR"
"INF200K01TS8","SBD44-GR"
"INF200K01TU4","SBD41-DP"
"INF200K01TU4","SBD41-DR"
"INF200K01TW0","SBD42-DP"
"INF200K01TW0","SBD42-DR"
"INF200K01TY6","SBD101A-DP"
"INF200K01TY6","SBD101A-DR"
"INF200K01TZ3","SBD101G-GR"
"INF200K01UB2","SBD101M-DP"
"INF200K01UB2","SBD101M-DR"
"INF200K01UD8","SBD101Q-DP"
"INF200K01UD8","SBD101Q-DR"
"INF200K01UF3","SBD099D-DP"
"INF200K01UF3","SBD099D-DR"
"INF200K01UG1","SBD099G-GR"
"INF200K01UI7","SBD017-DP"
"INF200K01UI7","SBD017-DR"
"INF200K01UJ5","SBD017G-GR"
"INF200K01UL1","SBD018-DP"
"INF200K01UL1","SBD018-DR"
"INF200K01UM9","SBD018G-GR"
"INF200K01UO5","SBD035-DP"
"INF200K01UO5","SBD035-DR"
"INF200K01UP2","SBD035G-GR"
"INF200K01UQ0","SBD72SD-DR"
"INF200K01US6","SBD72SF-DP"
"INF200K01US6","SBD72SF-DR"
"INF200K01UT4","SBD72SG-GR"
"INF200K01UV0","SBD72SW-DP"
"INF200K01UV0","SBD72SW-DR"
"INF200K01UX6","SBD192D-DP"
"INF200K01UX6","SBD192D-DR"
"INF200K01UY4","SBD192G-GR"
"INF200K01V08","SBD348G-GR"
"INF200K01V16","SBD348D-DR"
"INF200K01V24","SBD348W-DP"
"INF200K01V24","SBD348W-DR"
"INF200K01V57","SBD348M-DP"
"INF200K01V57","SBD348M-DR"
"INF200K01VA2","SBD069D-DP"
"INF200K01VA2","SBD069D-DR"
"INF200K01VB0","SBD069G-GR"
"INF200K01VC8","SBD48FD-DR"
"INF200K01VD6","SBD48IF-DP"
"INF200K01VD6","SBD48IF-DR"
"INF200K01VE4","SBD48IG-GR"
"INF200K01VG9","SBD48IM-DP"
"INF200K01VG9","SBD48IM-DR"
"INF200K01VI5","SBD48IW-DP"
"INF200K01VI5","SBD48IW-DR"
"INF200K01VJ3","SBD47RD-DP"
"INF200K01VJ3","SBD47RD-DR"
"INF200K01VL9","SBD47RF-DP"
"INF200K01VL9","SBD47RF-DR"
"INF200K01VM7","SBD47RG-GR"
"INF200K01VO3","SBD47RM-DP"
"INF200K01VO3","SBD47RM-DR"
"INF200K01VP0","SBD47RW-DP"
"INF200K01VP0","SBD47RW-DR"
"INF200K01YT6","SBD028Q-DP"
"INF200K01YT6","SBD028Q-DR"
"INF200KA10F6","SBD652D-DP"
"INF200KA10F6","SBD652D-DR"
"INF200KA10P5","SBD661G-GR"
"INF200KA10R1","SBD664D-DP"
"INF200KA10R1","SBD664D-DR"
"INF200KA12P1","SBD661D-DP"
"INF200KA12P1","SBD661D-DR"
"INF200KA12Q9","SBD663G-GR"
"INF200KA13D5","SBD649G-GR"
"INF200KA14Q5","SBD663D-DP"
"INF200KA14Q5","SBD663D-DR"
"INF200KA14R3","SBD665G-GR"
"INF200KA14W3","SBD676G-GR"
"INF200KA1507","SBD464G-GR"
"INF200KA1523","SBD464D-DP"
"INF200KA1523","SBD464D-DR"
"INF200KA15D0","SBD649D-DP"
"INF200KA15D0","SBD649D-DR"
"INF200KA16P2","SBD662G-GR"
"INF200KA16R8","SBD665D-DP"
"INF200KA16R8","SBD665D-DR"
"INF200KA16T4","SBD670G-GR"
"INF200KA16W8","SBD676D-DP"
"INF200KA16W8","SBD676D-DR"
"INF200KA18E2","SBD652G-GR"
"INF200KA18P8","SBD662D-DP"
"INF200KA18P8","SBD662D-DR"
"INF200KA18Q6","SBD664G-GR"
"INF200KA18T0","SBD670D-DP"
"INF200KA18T0","SBD670D-DR"
"INF200KA1A71","SBD575G-GR"
"INF200KA1A97","SBD575D-DP"
"INF200KA1A97","SBD575D-DR"
"INF200KA1DF3","SBD473G-GR"
"INF200KA1DH9","SBD473M-DP"
"INF200KA1DH9","SBD473M-DR"
"INF200KA1DJ5","SBD473Q-DP"
"INF200KA1DJ5","SBD473Q-DR"
"INF200KA1R07","SBD619G-GR"
"INF200KA1R64","SBD620G-GR"
"INF200KA1R80","SBD620M-DP"
"INF200KA1R80","SBD620M-DR"
"INF200KA1S06","SBD620Q-DP"
"INF200KA1S06","SBD620Q-DR"
"INF200KA1S55","SBD623G-GR"
"INF200KA1S63","SBD623D-DP"
"INF200KA1S97","SBD624G-GR"
"INF200KA1T05","SBD624D-DP"
"INF200KA1T39","SBD626G-GR"
"INF200KA1T47","SBD626D-DP"
"INF200KA1T70","SBD625G-GR"
"INF200KA1T88","SBD625D-DP"
"INF200KA1U28","SBD627G-GR"
"INF200KA1U44","SBD627D-DP"
"INF200KA1U44","SBD627D-DR"
"INF200KA1W00","SBD631G-GR"
"INF200KA1W26","SBD631D-DP"
"INF200KA1W26","SBD631D-DR"
"INF200KA1Y73","SBD638G-GR"
"INF200KA1Y99","SBD638D-DP"
"INF200KA1Y99","SBD638D-DR"
"INF200KA1YR4","SBD566G-GR"
"INF200KA1YT0","SBD566D-DP"
"INF200KA1YT0","SBD566D-DR"
"INF200KA1YV6","SBD566Q-DP"
"INF200KA1YV6","SBD566Q-DR"
"INF204K011R2","RLSHAQ-DP"
"INF204K012R0","RLSHAQ-DR"
"INF204K01A09","LDPQ-DR"
"INF204K01A17","RLLPAWD-DP"
"INF204K01A25","NIAG-GR"
"INF204K01A33","NIAD-DP"
"INF204K01A41","NIAD-DR"
"INF204K01A58","NIAQ-DP"
"INF204K01A66","NIAQ-DR"
"INF204K01A74","SDAG-GR"
"INF204K01A82","SDAD-DP"
"INF204K01A90","SDAD-DR"
"INF204K01B08","SHAG-GR"
"INF204K01B16","SHAD-DP"
"INF204K01B24","SHAD-DR"
"INF204K01B32","STAG-GR"
"INF204K01B40","STAD-DP"
"INF204K01B57","STAD-DR"
"INF204K01B65","STAQ-DP"
"INF204K01B73","STAQ-DR"
"INF204K01C15","IDPG-GR"
"INF204K01C23","RLIPAD-DR"
"INF204K01C31","RLIPAW-DP"
"INF204K01C49","RLIPAW-DR"
"INF204K01C56","IDPM-DP"
"INF204K01C64","IDPM-DR"
"INF204K01C72","IDPQ-DP"
"INF204K01C80","IDPQ-DR"
"INF204K01C98","FRAQ-DP"
"INF204K01D06","FRAQ-DR"
"INF204K01D14","RLFRAW-DP"
"INF204K01D22","BFAB-GR"
"INF204K01D30","EAAB-GR"
"INF204K01D55","EOAB-GR"
"INF204K01D63","IDPB-GR"
"INF204K01D71","RLFRAD-DR"
"INF204K01D89","FRAM-DP"
"INF204K01D97","FRAM-DR"
"INF204K01E05","FRAG-GR"
"INF204K01E13","RLFRAW-DR"
"INF204K01E21","GFAB-GR"
"INF204K01E39","GFAD-DP"
"INF204K01E47","GFAD-DR"
"INF204K01E54","GFAG-GR"
"INF204K01E62","GLAA-DR"
"INF204K01E70","GLAC-DP"
"INF204K01E88","GLAM-GR"
"INF204K01E96","GSAB-GR"
"INF204K01F04","GSAD-DP"
"INF204K01F12","GSAD-DR"
"INF204K01F20","GSAG-GR"
"INF204K01F38","IFAB-GR"
"INF204K01F79","LEAD-DP"
"INF204K01F87","LEAD-DR"
"INF204K01F95","LEAG-GR"
"INF204K01G03","LDPB-GR"
"INF204K01G11","LQAB-GR"
"INF204K01G29","MEAB-GR"
"INF204K01G37","MEAD-DP"
"INF204K01G45","MEAD-DR"
"INF204K01G52","MEAG-GR"
"INF204K01G78","NEAD-DP"
"INF204K01G86","NEAD-DR"
"INF204K01G94","NEAG-GR"
"INF204K01H02","NFAB-GR"
"INF204K01H10","NFAD-DP"
"INF204K01H28","NFAD-DR"
"INF204K01H36","NFAG-GR"
"INF204K01H44","NFAH-DP"
"INF204K01H51","NFAH-DR"
"INF204K01H69","NFAQ-DP"
"INF204K01H77","NFAQ-DR"
"INF204K01I27","PHAB-GR"
"INF204K01I35","PHAD-DP"
"INF204K01I43","PHAD-DR"
"INF204K01I50","PHAG-GR"
"INF204K01I68","PSAB-GR"
"INF204K01I76","PSAD-DP"
"INF204K01I84","PSAD-DR"
"INF204K01I92","PSAG-GR"
"INF204K01J00","QDPB-GR"
"INF204K01J18","QDPD-DP"
"INF204K01J26","QDPD-DR"
"INF204K01J34","QDPG-GR"
"INF204K01J83","SCAB-GR"
"INF204K01J91","SCAD-DP"
"INF204K01K07","SCAD-DR"
"INF204K01K15","SCAG-GR"
"INF204K01K23","SEAD-DP"
"INF204K01K31","SEAD-DR"
"INF204K01K49","SEAG-GR"
"INF204K01K56","SFAB-GR"
"INF204K01K64","SFAD-DP"
"INF204K01K72","SFAD-DR"
"INF204K01K80","SFAG-GR"
"INF204K01K98","SFAH-DP"
"INF204K01L06","SFAH-DR"
"INF204K01L14","SFAQ-DP"
"INF204K01L22","SFAQ-DR"
"INF204K01L30","TSAD-DP"
"INF204K01L48","TSAD-DR"
"INF204K01L55","TSAG-GR"
"INF204K01XD4","EOAD-DP"
"INF204K01XE2","EOAD-DR"
"INF204K01XF9","EOAG-GR"
"INF204K01XG7","EAAD-DP"
"INF204K01XH5","EAAD-DR"
"INF204K01XI3","EAAG-GR"
"INF204K01XM5","BFAD-DP"
"INF204K01XN3","BFAD-DR"
"INF204K01XO1","BFAG-GR"
"INF204K01XP8","GLAG-GR"
"INF204K01XQ6","GLAD-DP"
"INF204K01XR4","GLAD-DR"
"INF204K01XS2","IFAG-GR"
"INF204K01XZ7","AFAG-GR"
"INF204K01YA8","AFAD-DP"
"INF204K01YB6","AFAD-DR"
"INF204K01YC4","GDAG-GR"
"INF204K01YD2","GDAD-DP"
"INF204K01YE0","GDAD-DR"
"INF204K01YF7","RLCPAD-DR"
"INF204K01YG5","RLCPAW-DR"
"INF204K01YH3","CDPG-GR"
"INF204K01YI1","CDPM-DP"
"INF204K01YJ9","CDPM-DR"
"INF204K01YK7","CDPQ-DP"
"INF204K01YL5","CDPQ-DR"
"INF204K01YN1","IFAM-DP"
"INF204K01YO9","IFAM-DR"
"INF204K01YP6","IFAQ-DP"
"INF204K01YQ4","IFAQ-DR"
"INF204K01YR2","IFAH-DP"
"INF204K01YS0","IFAH-DR"
"INF204K01YT8","IFAD-DP"
"INF204K01YU6","IFAD-DR"
"INF204K01YV4","MIAG-GR"
"INF204K01YW2","MIAM-DP"
"INF204K01YX0","MIAM-DR"
"INF204K01YY8","MIAQ-DP"
"INF204K01YZ5","MIAQ-DR"
"INF204K01ZG2","RLLFAD-DR"
"INF204K01ZH0","LFAG-GR"
"INF204K01ZI8","LFAM-DP"
"INF204K01ZJ6","LFAM-DR"
"INF204K01ZK4","LFAQ-DP"
"INF204K01ZL2","LFAQ-DR"
"INF204K01ZM0","RLLFAW-DR"
"INF204K01ZN8","RLLQAD-DR"
"INF204K01ZO6","RLLQAW-DR"
"INF204K01ZP3","LQAG-GR"
"INF204K01ZQ1","LQAM-DP"
"INF204K01ZR9","LQAM-DR"
"INF204K01ZS7","LQAQ-DP"
"INF204K01ZT5","LQAQ-DR"
"INF204K01ZU3","LDPG-GR"
"INF204K01ZV1","RLPADR-DR"
"INF204K01ZW9","RLLPAWR-DR"
"INF204K01ZX7","LDPM-DP"
"INF204K01ZY5","LDPM-DR"
"INF204K01ZZ2","LDPQ-DP"
"INF204KA15G5","RLUEAG-GR"
"INF204KA16G3","RLUEAD-DP"
"INF204KA17G1","RLUEAD-DR"
"INF204KA1B72","RLRWAG-GR"
"INF204KA1C14","RLRWAD-DP"
"INF204KA1C30","RLRGAG-GR"
"INF204KA1C71","RLRGAD-DP"
"INF204KA1DU8","RLFRAR-DP"
"INF204KA1DV6","RLFRAR-DR"
"INF204KA1E12","RLTSAR-DP"
"INF204KA1EK7","RLLPAR-DP"
"INF204KA1EL5","RLLARR-DR"
"INF204KA1EO9","RLIPAR-DP"
"INF204KA1EP6","RLIPAR-DR"
"INF204KA1ES0","RLSTAR-DP"
"INF204KA1ET8","RLSTAR-DR"
"INF204KA1MV7","RLAFAMD-DP"
"INF204KA1MW5","RLAFAMR-DR"
"INF204KA1QF1","RLCBAG-GR"
"INF204KA1QG9","RLCBAB-GR"
"INF204KA1QH7","RLCBAD-DP"
"INF204KA1QI5","RLCBAQ-DP"
"INF204KA1QJ3","RLCBAD-DR"
"INF204KA1QK1","RLCBAQ-DR"
"INF204KA1SI1","RLJEAG-GR"
"INF204KA1SK7","RLJEAB-GR"
"INF204KA1SM3","RLJEAD-DP"
"INF204KA1SO9","RLJEAD-DR"
"INF204KA1U53","RLBPAG-GR"
"INF204KA1U79","RLBPAD-DP"
"INF204KA1U87","RLBPAD-DR"
"INF204KA1U95","RLBPAQ-DP"
"INF204KA1V03","RLBPAQ-DR"
"INF204KA1V11","RLBPAW-DP"
"INF204KA1V29","RLBPAW-DR"
"INF204KA1V37","RLBPAM-DP"
"INF204KA1V45","RLBPAM-DR"
"INF204KA1W77","RLESAG-GR"
"INF204KA1W85","RLESAB-DP"
"INF204KA1W93","RLESAD-DP"
"INF204KA1WU8","RLSDAR-DR"
"INF204KA1WV6","RLSDAR-DP"
"INF204KA1X01","RLESAD-DR"
"INF204KA1X19","RLESAQ-DP"
"INF204KA1X27","RLESAQ-DR"
"INF204KA1X35","RLESAM-DP"
"INF204KA1X43","RLESAM-DR"
"INF204KB10W1","RLMFAD-DP"
"INF204KB11W9","RLMFAD-DR"
"INF204KB12Z0","RLNVAG-GR"
"INF204KB13Z8","RLNVAD-DP"
"INF204KB14Z6","RLNVAD-DR"
"INF204KB15W0","RLNSAG-GR"
"INF204KB16W8","RLNSAD-DP"
"INF204KB16X6","RLPPAG-GR"
"INF204KB16Y4","RLALAG-GR"
"INF204KB17W6","RLNSAD-DR"
"INF204KB17X4","RLPPAD-DP"
"INF204KB17Y2","RLALAD-DP"
"INF204KB18X2","RLPPAD-DR"
"INF204KB18Y0","RLALAD-DR"
"INF204KB18Z7","RLNPAG-GR"
"INF204KB19V4","RLMFAG-GR"
"INF204KB19Z5","RLNPAD-DP"
"INF204KB1BD7","RLSHAM-DP"
"INF204KB1BE5","RLSHAM-DR"
"INF204KB1R31","RLONAG-GR"
"INF204KB1R49","RLONAD-DR"
"INF204KB1R56","RLONAW-DR"
"INF204KB1R64","RLONAM-DP"
"INF204KB1R72","RLONAM-DR"
"INF204KB1R80","RLONAQ-DP"
"INF204KB1R98","RLONAQ-DR"
"INF204KB1X25","RLRJAG-GR"
"INF204KB1X33","RLRJAD-DR"
"INF204KB1X41","RLRJAD-DP"
"INF204KB1YQ1","RLNLAG-GR"
"INF204KB1YR9","RLNLAR-DP"
"INF204KB1YS7","RLNLAR-DR"
"INF204KB1YT5","RLNLAM-DP"
"INF204KB1YU3","RLNLAM-DR"
"INF204KB1YV1","RLNLAQ-DP"
"INF204KB1YW9","RLNLAQ-DR"
"INF204KB1YX7","RLNLAH-DP"
"INF204KB1YY5","RLNLAH-DR"
"INF204KB1YZ2","RLNLAD-DP"
"INF204KB1ZA2","RLNLAD-DR"
"INF204KC1014","RLNPAD-DR"
"INF204KC1121","RLLCAG-GR"
"INF204KC1139","RLLCAD-DP"
"INF204KC1147","RLLCAD-DR"
"INF204KC1303","RLETAG-GR"
"INF204KC1311","RLETAD-DP"
"INF204KC1329","RLETAD-DR"
"INF204KC1378","RLSOAG-GR"
"INF204KC1386","RLSOAD-DP"
"INF204KC1394","RLSOAD-DR"
"INF204KC1527","RLCNAG-GR"
"INF204KC1535","RLCNAD-DP"
"INF204KC1543","RLCNAD-DR"
"INF204KC1584","RLNNAG-GR"
"INF204KC1592","RLNNAD-DP"
"INF204KC1600","RLNNAD-DR"
"INF204KC1683","RLNDAG-GR"
"INF204KC1691","RLNDAD-DP"
"INF204KC1709","RLNDAD-DR"
"INF204KC1741","RLNJAG-GR"
"INF204KC1758","RLNJAD-DP"
"INF204KC1766","RLNJAD-DR"
"INF204KC1881","RLNKAG-GR"
"INF204KC1899","RLNKAD-DP"
"INF204KC1907","RLNKAD-DR"
"INF204KC1AC0","RLNQAG-GR"
"INF204KC1AD8","RLNQAD-DP"
"INF204KC1AE6","RLNQAD-DR"
"INF204KC1AI7","RLNUAG-GR"
"INF204KC1AJ5","RLNUAD-DP"
"INF204KC1AK3","RLNUAD-DR"
"INF204KC1AO5","RLNWAG-GR"
"INF204KC1AP2","RLNWAD-DP"
"INF204KC1AQ0","RLNWAD-DR"
"INF205K012T5","RGSCD2-DP"
"INF205K013Q9","RGEBD2-DP"
"INF205K013T3","RGSCD1-GR"
"INF205K014Q7","RGEBD1-GR"
"INF205K015Q4","RGEBD2-DR"
"INF205K015T8","RGSCD2-DR"
"INF205K019H5","RGMTD5-DR"
"INF205K01A24","RGPED1-GR"
"INF205K01A32","RGPED2-DP"
"INF205K01A40","RGPED2-DR"
"INF205K01B49","RGGED1-GR"
"INF205K01B56","RGGED2-DP"
"INF205K01B64","RGGED2-DR"
"INF205K01I83","RGCBD1-GR"
"INF205K01I91","RGCBD2-DP"
"INF205K01J09","RGCBD3-DP"
"INF205K01J17","RGCBD2-DR"
"INF205K01J25","RGCBD3-DR"
"INF205K01KP2","RGAFD2-DP"
"INF205K01KQ0","RGAFD2-DR"
"INF205K01KR8","RGAFD1-GR"
"INF205K01KS6","RGBDD3-DR"
"INF205K01KT4","RGBDD1-GR"
"INF205K01KU2","RGBDD2-DP"
"INF205K01KV0","RGBDD2-DR"
"INF205K01KW8","RGBFD2-DP"
"INF205K01KX6","RGBFD2-DR"
"INF205K01KY4","RGBFD1-GR"
"INF205K01KZ1","RGBLD2-DP"
"INF205K01LA2","RGBLD2-DR"
"INF205K01LB0","RGBLD1-GR"
"INF205K01LC8","RGCFD2-DP"
"INF205K01LD6","RGCFD2-DR"
"INF205K01LE4","RGCFD1-GR"
"INF205K01LL9","RGEFD2-DP"
"INF205K01LM7","RGEFD2-DR"
"INF205K01LN5","RGEFD1-GR"
"INF205K01LY2","RGGFD2-DP"
"INF205K01LZ9","RGGFD2-DR"
"INF205K01MA0","RGGFD1-GR"
"INF205K01MB8","RGISD2-DP"
"INF205K01MC6","RGISD2-DR"
"INF205K01MD4","RGISD1-GR"
"INF205K01ME2","RGLFD4-DR"
"INF205K01MF9","RGLFD1-GR"
"INF205K01MG7","RGLFD2-DP"
"INF205K01MH5","RGLFD2-DR"
"INF205K01MI3","RGLFD3-DR"
"INF205K01MQ6","RGMSD2-DP"
"INF205K01MR4","RGMSD2-DR"
"INF205K01MS2","RGMSD1-GR"
"INF205K01MT0","RGMCD2-DP"
"INF205K01MU8","RGMCD2-DR"
"INF205K01MV6","RGMCD1-GR"
"INF205K01NE0","RGPSD2-DP"
"INF205K01NF7","RGPSD2-DR"
"INF205K01NG5","RGPSD1-GR"
"INF205K01NH3","RGRGD2-DP"
"INF205K01NI1","RGRGD2-DR"
"INF205K01NJ9","RGRGD1-GR"
"INF205K01NR2","RGTPD2-DP"
"INF205K01NT8","RGTPD1-GR"
"INF205K01NV4","RGUSD5-DR"
"INF205K01NW2","RGUSD7-DP"
"INF205K01NX0","RGUSD7-DR"
"INF205K01NY8","RGUSD1-GR"
"INF205K01NZ5","RGUSD2-DP"
"INF205K01OA6","RGUSD2-DR"
"INF205K01OB4","RGUSD3-DP"
"INF205K01OC2","RGUSD3-DR"
"INF205K01RA9","RGAID3-DP"
"INF205K01RB7","RGAID3-DR"
"INF205K01RD3","RGAID2-DP"
"INF205K01RE1","RGAID2-DR"
"INF205K01RF8","RGAID1-GR"
"INF205K01RG6","RGAID4-DP"
"INF205K01RH4","RGAID4-DR"
"INF205K01RI2","RGAID5-DP"
"INF205K01RJ0","RGAID5-DR"
"INF205K01RV5","RGCOD3-DR"
"INF205K01RW3","RGCOD4-DP"
"INF205K01RX1","RGCOD4-DR"
"INF205K01RY9","RGCOD1-GR"
"INF205K01RZ6","RGCOD2-DP"
"INF205K01SA7","RGCOD2-DR"
"INF205K01SL4","RGGLD2-DP"
"INF205K01SM2","RGGLD2-DR"
"INF205K01SN0","RGGLD1-GR"
"INF205K01SO8","RGGLD3-DR"
"INF205K01SP5","RGGLD4-DP"
"INF205K01SQ3","RGGLD4-DR"
"INF205K01TF4","RGMTD4-DP"
"INF205K01TG2","RGMTD4-DR"
"INF205K01TH0","RGMTD1-GR"
"INF205K01TI8","RGMTD2-DP"
"INF205K01TJ6","RGMTD2-DR"
"INF205K01TK4","RGMTD3-DP"
"INF205K01TL2","RGMTD3-DR"
"INF205K01UE5","RGSTD5-DR"
"INF205K01UF2","RGSTD4-DP"
"INF205K01UG0","RGSTD4-DR"
"INF205K01UH8","RGSTD1-GR"
"INF205K01UI6","RGSTD2-DP"
"INF205K01UJ4","RGSTD2-DR"
"INF205K01UK2","RGSTD3-DR"
"INF205KA1031","RGESD2-DR"
"INF205KA1049","RGESD1-GR"
"INF205KA1064","RGESD2-DP"
"INF205KA1122","RGOND4-DR"
"INF205KA1130","RGOND3-DR"
"INF205KA1148","RGOND2-DR"
"INF205KA1155","RGOND2-DP"
"INF205KA1163","RGOND1-GR"
"INF205KA1205","RGIFD2-DP"
"INF205KA1213","RGIFD1-GR"
"INF205KA1221","RGIFD2-DR"
"INF205KA1262","RGGCD2-DP"
"INF205KA1270","RGGCD1-GR"
"INF205KA1288","RGGCD2-DR"
"INF205KA1320","RGEGD2-DP"
"INF205KA1338","RGEGD1-GR"
"INF205KA1346","RGEGD2-DR"
"INF205KA1403","RGMDD3-DP"
"INF205KA1411","RGMDD2-DP"
"INF205KA1429","RGMDD1-GR"
"INF205KA1437","RGMDD3-DR"
"INF205KA1445","RGMDD2-DR"
"INF205KA1486","RGF9D2-DP"
"INF205KA1494","RGF9D1-GR"
"INF205KA1502","RGF9D2-DR"
"INF205KA1585","RGEQD1-GR"
"INF205KA1775","RG2TD1-GR"
"INF205KA1783","RG2TD2-DP"
"INF209K013W3","BS1180X-DP"
"INF209K013W3","BS1180X-DR"
"INF209K014W1","BS1180Y-GR"
"INF209K01N82","BS321GZ-GR"
"INF209K01N90","BS37Z-DP"
"INF209K01N90","BS37Z-DR"
"INF209K01P23","BS02Z-DP"
"INF209K01P23","BS02Z-DR"
"INF209K01P49","BS15Z-DP"
"INF209K01P49","BS15Z-DR"
"INF209K01P64","BS203DZ-DP"
"INF209K01P64","BS203DZ-DR"
"INF209K01P80","BS205DZ-DP"
"INF209K01P80","BS205DZ-DR"
"INF209K01Q06","BS221DZ-DP"
"INF209K01Q06","BS221DZ-DR"
"INF209K01Q14","BS231DZ-DP"
"INF209K01Q14","BS231DZ-DR"
"INF209K01Q22","BS251DZ-DP"
"INF209K01Q22","BS251DZ-DR"
"INF209K01Q30","BS251GZ-GR"
"INF209K01Q55","BS261DZ-DP"
"INF209K01Q55","BS261DZ-DR"
"INF209K01Q63","BS291DZ-DP"
"INF209K01Q63","BS291DZ-DR"
"INF209K01Q71","BS292DZ-DP"
"INF209K01Q71","BS292DZ-DR"
"INF209K01Q89","BS297DZ-DP"
"INF209K01Q89","BS297DZ-DR"
"INF209K01Q97","BS298DZ-DP"
"INF209K01Q97","BS298DZ-DR"
"INF209K01R13","BS301DZ-DP"
"INF209K01R13","BS301DZ-DR"
"INF209K01R47","BS313DZ-DP"
"INF209K01R47","BS313DZ-DR"
"INF209K01R62","BS321MZ-DP"
"INF209K01R62","BS321MZ-DR"
"INF209K01R88","BS321QZ-DP"
"INF209K01R88","BS321QZ-DR"
"INF209K01R96","BS341WZ-DP"
"INF209K01R96","BS341WZ-DR"
"INF209K01S38","BS32Z-GR"
"INF209K01UN8","BS02GZ-GR"
"INF209K01UQ1","BS132DZ-DR"
"INF209K01UR9","BS132GZ-GR"
"INF209K01US7","BS132WZ-DR"
"INF209K01UT5","BS151DZ-DR"
"INF209K01UU3","BS151GZ-GR"
"INF209K01UV1","BS151WZ-DR"
"INF209K01UW9","BS152DZ-DR"
"INF209K01UX7","BS152GZ-GR"
"INF209K01UY5","BS152IZ-DR"
"INF209K01UZ2","BS153DZ-DR"
"INF209K01VA3","BS153GZ-GR"
"INF209K01VC9","BS153WZ-DP"
"INF209K01VC9","BS153WZ-DR"
"INF209K01VD7","BS153Z-DP"
"INF209K01VD7","BS153Z-DR"
"INF209K01VF2","BS16Z-GR"
"INF209K01VG0","BS201DZ-DP"
"INF209K01VG0","BS201DZ-DR"
"INF209K01VH8","BS201GZ-GR"
"INF209K01VL0","BS203GZ-GR"
"INF209K01VP1","BS205GZ-GR"
"INF209K01VT3","BS221GZ-GR"
"INF209K01VV9","BS231GZ-GR"
"INF209K01VX5","BS241DZ-DP"
"INF209K01VX5","BS241DZ-DR"
"INF209K01VY3","BS241GZ-GR"
"INF209K01WA1","BS261GZ-GR"
"INF209K01WC7","BS291GZ-GR"
"INF209K01WE3","BS292GZ-GR"
"INF209K01WG8","BS293DZ-DP"
"INF209K01WG8","BS293DZ-DR"
"INF209K01WH6","BS293GZ-GR"
"INF209K01WM6","BS295DZ-DP"
"INF209K01WM6","BS295DZ-DR"
"INF209K01WN4","BS295GZ-GR"
"INF209K01WP9","BS296DZ-DP"
"INF209K01WP9","BS296DZ-DR"
"INF209K01WQ7","BS296GZ-GR"
"INF209K01WS3","BS297GZ-GR"
"INF209K01WU9","BS298GZ-GR"
"INF209K01WY1","BS301GZ-GR"
"INF209K01XA9","BS303GZ-GR"
"INF209K01XH4","BS313GZ-GR"
"INF209K01XJ0","BS313PZ-GR"
"INF209K01XK8","BS341GZ-GR"
"INF209K01XP7","BS402AZ-GR"
"INF209K01XQ5","BS402GZ-GR"
"INF209K01XU7","BS43NZ-GR"
"INF209K01XW3","BS48NZ-DR"
"INF209K01XX1","BS51Z-GR"
"INF209K01YM2","BS85NDZ-DP"
"INF209K01YM2","BS85NDZ-DR"
"INF209K01YN0","BS85NGZ-GR"
"INF209K01YO8","BS85NMZ-DP"
"INF209K01YO8","BS85NMZ-DR"
"INF209K01YT7","BS916DZ-DP"
"INF209K01YT7","BS916DZ-DR"
"INF209K01YU5","BS916GZ-GR"
"INF209K01YX9","BS91Z-DP"
"INF209K01YX9","BS91Z-DR"
"INF209K01YY7","BS92Z-GR"
"INF209K01ZC0","BSAGZ-GR"
"INF209KA12Z1","BS85IFZ-DP"
"INF209KA12Z1","BS85IFZ-DR"
"INF209KA1K88","BS380Y-GR"
"INF209KA1K96","BS380X-DP"
